root,"root node",,0
2348,"folate receptor alpha",v36_40,1
2348,"folate receptor alpha",v40_40,1
2352,"folate receptor gamma",v16_40,1
2352,"folate receptor gamma",v34_40,1
2356,"folylpolyglutamate synthase",v38_40,1
2357,"formyl peptide receptor 1",v14_40,1
2357,"formyl peptide receptor 1",v16_40,1
2357,"formyl peptide receptor 1",v32_40,1
2358,"formyl peptide receptor 2",v16_40,1
2395,"frataxin",v31_40,1
2444,"fyn related Src family tyrosine kinase",v10_40,1
2475,"mechanistic target of rapamycin kinase",v24_40,1
2475,"mechanistic target of rapamycin kinase",v26_40,1
2483,"FSHD region gene 1",v15_40,1
2487,"frizzled related protein",v06_40,1
2487,"frizzled related protein",v10_40,1
2487,"frizzled related protein",v14_40,1
2487,"frizzled related protein",v21_40,1
2488,"follicle stimulating hormone subunit beta",v35_40,1
2491,"centromere protein I",v15_40,1
2491,"centromere protein I",v16_40,1
2491,"centromere protein I",v30_40,1
2491,"centromere protein I",v38_40,1
2492,"follicle stimulating hormone receptor",v38_40,1
2494,"nuclear receptor subfamily 5 group A member 2",v29_40,1
2494,"nuclear receptor subfamily 5 group A member 2",v31_40,1
2494,"nuclear receptor subfamily 5 group A member 2",v38_40,1
2515,"ADAM metallopeptidase domain 2",v24_40,1
2520,"gastrin",v28_40,1
2520,"gastrin",v29_40,1
2521,"FUS RNA binding protein",v02_40,1
2521,"FUS RNA binding protein",v15_40,1
2521,"FUS RNA binding protein",v23_40,1
2523,"fucosyltransferase 1 (H blood group)",v32_40,1
2524,"fucosyltransferase 2",v27_40,1
2524,"fucosyltransferase 2",v28_40,1
2524,"fucosyltransferase 2",v29_40,1
2524,"fucosyltransferase 2",v30_40,1
2524,"fucosyltransferase 2",v40_40,1
2525,"fucosyltransferase 3 (Lewis blood group)",v27_40,1
2525,"fucosyltransferase 3 (Lewis blood group)",v29_40,1
2525,"fucosyltransferase 3 (Lewis blood group)",v30_40,1
2525,"fucosyltransferase 3 (Lewis blood group)",v34_40,1
2525,"fucosyltransferase 3 (Lewis blood group)",v40_40,1
2526,"fucosyltransferase 4",v16_40,1
2527,"fucosyltransferase 5",v27_40,1
2527,"fucosyltransferase 5",v29_40,1
2527,"fucosyltransferase 5",v30_40,1
2527,"fucosyltransferase 5",v34_40,1
2527,"fucosyltransferase 5",v38_40,1
2527,"fucosyltransferase 5",v40_40,1
2528,"fucosyltransferase 6",v27_40,1
2528,"fucosyltransferase 6",v29_40,1
2528,"fucosyltransferase 6",v30_40,1
2528,"fucosyltransferase 6",v34_40,1
2528,"fucosyltransferase 6",v40_40,1
2529,"fucosyltransferase 7",v16_40,1
2529,"fucosyltransferase 7",v26_40,1
2533,"FYN binding protein 1",v12_40,1
2533,"FYN binding protein 1",v14_40,1
2533,"FYN binding protein 1",v15_40,1
2533,"FYN binding protein 1",v16_40,1
2535,"frizzled class receptor 2",v06_40,1
2535,"frizzled class receptor 2",v10_40,1
2535,"frizzled class receptor 2",v20_40,1
2538,"glucose-6-phosphatase catalytic subunit 1",v31_40,1
2538,"glucose-6-phosphatase catalytic subunit 1",v34_40,1
2539,"glucose-6-phosphate dehydrogenase",v16_40,1
2539,"glucose-6-phosphate dehydrogenase",v24_40,1
2542,"solute carrier family 37 member 4",v26_40,1
2542,"solute carrier family 37 member 4",v29_40,1
2542,"solute carrier family 37 member 4",v31_40,1
2542,"solute carrier family 37 member 4",v34_40,1
2542,"solute carrier family 37 member 4",v38_40,1
2543,"G antigen 1",v24_40,1
2543,"G antigen 1",v38_40,1
2547,"X-ray repair cross complementing 6",v24_40,1
2548,"alpha glucosidase",v21_40,1
2548,"alpha glucosidase",v24_40,1
2549,"GRB2 associated binding protein 1",v04_40,1
2550,"gamma-aminobutyric acid type B receptor subunit 1",v12_40,1
2550,"gamma-aminobutyric acid type B receptor subunit 1",v15_40,1
2551,"GA binding protein transcription factor subunit alpha",v15_40,1
2551,"GA binding protein transcription factor subunit alpha",v21_40,1
2551,"GA binding protein transcription factor subunit alpha",v24_40,1
2553,"GA binding protein transcription factor subunit beta 1",v15_40,1
2553,"GA binding protein transcription factor subunit beta 1",v16_40,1
2553,"GA binding protein transcription factor subunit beta 1",v21_40,1
2553,"GA binding protein transcription factor subunit beta 1",v24_40,1
2554,"gamma-aminobutyric acid type A receptor subunit alpha1",v01_40,1
2554,"gamma-aminobutyric acid type A receptor subunit alpha1",v02_40,1
2554,"gamma-aminobutyric acid type A receptor subunit alpha1",v03_40,1
2555,"gamma-aminobutyric acid type A receptor subunit alpha2",v01_40,1
2555,"gamma-aminobutyric acid type A receptor subunit alpha2",v02_40,1
2555,"gamma-aminobutyric acid type A receptor subunit alpha2",v03_40,1
2555,"gamma-aminobutyric acid type A receptor subunit alpha2",v04_40,1
2555,"gamma-aminobutyric acid type A receptor subunit alpha2",v06_40,1
2555,"gamma-aminobutyric acid type A receptor subunit alpha2",v07_40,1
2556,"gamma-aminobutyric acid type A receptor subunit alpha3",v01_40,1
2556,"gamma-aminobutyric acid type A receptor subunit alpha3",v38_40,1
2558,"gamma-aminobutyric acid type A receptor subunit alpha5",v01_40,1
2558,"gamma-aminobutyric acid type A receptor subunit alpha5",v03_40,1
2558,"gamma-aminobutyric acid type A receptor subunit alpha5",v15_40,1
2558,"gamma-aminobutyric acid type A receptor subunit alpha5",v38_40,1
2559,"gamma-aminobutyric acid type A receptor subunit alpha6",v02_40,1
2560,"gamma-aminobutyric acid type A receptor subunit beta1",v01_40,1
2560,"gamma-aminobutyric acid type A receptor subunit beta1",v02_40,1
2560,"gamma-aminobutyric acid type A receptor subunit beta1",v03_40,1
2560,"gamma-aminobutyric acid type A receptor subunit beta1",v04_40,1
2560,"gamma-aminobutyric acid type A receptor subunit beta1",v07_40,1
2560,"gamma-aminobutyric acid type A receptor subunit beta1",v35_40,1
2562,"gamma-aminobutyric acid type A receptor subunit beta3",v01_40,1
2562,"gamma-aminobutyric acid type A receptor subunit beta3",v02_40,1
2562,"gamma-aminobutyric acid type A receptor subunit beta3",v35_40,1
2562,"gamma-aminobutyric acid type A receptor subunit beta3",v38_40,1
2563,"gamma-aminobutyric acid type A receptor subunit delta",v01_40,1
2563,"gamma-aminobutyric acid type A receptor subunit delta",v02_40,1
2563,"gamma-aminobutyric acid type A receptor subunit delta",v03_40,1
2564,"gamma-aminobutyric acid type A receptor subunit epsilon",v21_40,1
2566,"gamma-aminobutyric acid type A receptor subunit gamma2",v01_40,1
2566,"gamma-aminobutyric acid type A receptor subunit gamma2",v02_40,1
2566,"gamma-aminobutyric acid type A receptor subunit gamma2",v03_40,1
2566,"gamma-aminobutyric acid type A receptor subunit gamma2",v06_40,1
2566,"gamma-aminobutyric acid type A receptor subunit gamma2",v07_40,1
2566,"gamma-aminobutyric acid type A receptor subunit gamma2",v35_40,1
2567,"gamma-aminobutyric acid type A receptor subunit gamma3",v24_40,1
2568,"gamma-aminobutyric acid type A receptor subunit pi",v12_40,1
2568,"gamma-aminobutyric acid type A receptor subunit pi",v19_40,1
2568,"gamma-aminobutyric acid type A receptor subunit pi",v20_40,1
2568,"gamma-aminobutyric acid type A receptor subunit pi",v22_40,1
2568,"gamma-aminobutyric acid type A receptor subunit pi",v27_40,1
2568,"gamma-aminobutyric acid type A receptor subunit pi",v39_40,1
2570,"gamma-aminobutyric acid type A receptor subunit rho2",v38_40,1
2571,"glutamate decarboxylase 1",v01_40,1
2571,"glutamate decarboxylase 1",v02_40,1
2571,"glutamate decarboxylase 1",v03_40,1
2571,"glutamate decarboxylase 1",v04_40,1
2571,"glutamate decarboxylase 1",v07_40,1
2571,"glutamate decarboxylase 1",v34_40,1
2571,"glutamate decarboxylase 1",v35_40,1
2572,"glutamate decarboxylase 2",v01_40,1
2572,"glutamate decarboxylase 2",v02_40,1
2572,"glutamate decarboxylase 2",v03_40,1
2572,"glutamate decarboxylase 2",v04_40,1
2572,"glutamate decarboxylase 2",v07_40,1
2572,"glutamate decarboxylase 2",v30_40,1
2572,"glutamate decarboxylase 2",v38_40,1
2574,"G antigen 2C",v24_40,1
2574,"G antigen 2C",v38_40,1
2576,"G antigen 4",v24_40,1
2576,"G antigen 4",v38_40,1
2577,"G antigen 5",v24_40,1
2577,"G antigen 5",v38_40,1
2578,"G antigen 6",v24_40,1
2578,"G antigen 6",v38_40,1
2579,"G antigen 7",v24_40,1
2579,"G antigen 7",v38_40,1
2581,"galactosylceramidase",v24_40,1
2585,"galactokinase 2",v15_40,1
2587,"galanin receptor 1",v35_40,1
2589,"polypeptide N-acetylgalactosaminyltransferase 1",v27_40,1
2590,"polypeptide N-acetylgalactosaminyltransferase 2",v15_40,1
2591,"polypeptide N-acetylgalactosaminyltransferase 3",v16_40,1
2592,"galactose-1-phosphate uridylyltransferase",v21_40,1
2592,"galactose-1-phosphate uridylyltransferase",v31_40,1
2593,"guanidinoacetate N-methyltransferase",v26_40,1
2593,"guanidinoacetate N-methyltransferase",v31_40,1
2596,"growth associated protein 43",v01_40,1
2596,"growth associated protein 43",v02_40,1
2596,"growth associated protein 43",v03_40,1
2596,"growth associated protein 43",v04_40,1
2596,"growth associated protein 43",v06_40,1
2596,"growth associated protein 43",v07_40,1
2597,"glyceraldehyde-3-phosphate dehydrogenase",v26_40,1
2615,"leucine rich repeat containing 32",v32_40,1
2618,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",v15_40,1
2618,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",v24_40,1
2620,"growth arrest specific 2",v06_40,1
2620,"growth arrest specific 2",v31_40,1
2622,"growth arrest specific 8",v35_40,1
2623,"GATA binding protein 1",v16_40,1
2624,"GATA binding protein 2",v20_40,1
2624,"GATA binding protein 2",v21_40,1
2624,"GATA binding protein 2",v22_40,1
2624,"GATA binding protein 2",v32_40,1
2625,"GATA binding protein 3",v15_40,1
2625,"GATA binding protein 3",v19_40,1
2625,"GATA binding protein 3",v21_40,1
2625,"GATA binding protein 3",v22_40,1
2625,"GATA binding protein 3",v34_40,1
2625,"GATA binding protein 3",v39_40,1
2625,"GATA binding protein 3",v40_40,1
2626,"GATA binding protein 4",v10_40,1
2626,"GATA binding protein 4",v23_40,1
2626,"GATA binding protein 4",v24_40,1
2626,"GATA binding protein 4",v25_40,1
2626,"GATA binding protein 4",v28_40,1
2626,"GATA binding protein 4",v29_40,1
2626,"GATA binding protein 4",v31_40,1
2626,"GATA binding protein 4",v38_40,1
2629,"glucosylceramidase beta",v21_40,1
2629,"glucosylceramidase beta",v35_40,1
2631,"nipsnap homolog 2",v26_40,1
2636,"gastrulation brain homeobox 1",v26_40,1
2637,"gastrulation brain homeobox 2",v38_40,1
2638,"GC vitamin D binding protein",v28_40,1
2638,"GC vitamin D binding protein",v29_40,1
2638,"GC vitamin D binding protein",v31_40,1
2638,"GC vitamin D binding protein",v38_40,1
2639,"glutaryl-CoA dehydrogenase",v31_40,1
2639,"glutaryl-CoA dehydrogenase",v34_40,1
2641,"glucagon",v29_40,1
2641,"glucagon",v30_40,1
2641,"glucagon",v38_40,1
2642,"glucagon receptor",v16_40,1
2642,"glucagon receptor",v31_40,1
2642,"glucagon receptor",v34_40,1
2642,"glucagon receptor",v38_40,1
2643,"GTP cyclohydrolase 1",v31_40,1
2644,"GTP cyclohydrolase I feedback regulator",v31_40,1
2645,"glucokinase",v35_40,1
2646,"glucokinase regulator",v31_40,1
2648,"lysine acetyltransferase 2A",v37_40,1
2649,"nuclear receptor subfamily 6 group A member 1",v21_40,1
2649,"nuclear receptor subfamily 6 group A member 1",v24_40,1
2649,"nuclear receptor subfamily 6 group A member 1",v38_40,1
2650,"glucosaminyl (N-acetyl) transferase 1",v16_40,1
2650,"glucosaminyl (N-acetyl) transferase 1",v28_40,1
2650,"glucosaminyl (N-acetyl) transferase 1",v36_40,1
2651,"glucosaminyl (N-acetyl) transferase 2 (I blood group)",v22_40,1
2657,"growth differentiation factor 1",v01_40,1
2657,"growth differentiation factor 1",v02_40,1
2657,"growth differentiation factor 1",v03_40,1
2657,"growth differentiation factor 1",v04_40,1
2657,"growth differentiation factor 1",v07_40,1
2658,"growth differentiation factor 2",v38_40,1
2660,"myostatin",v26_40,1
2661,"growth differentiation factor 9",v24_40,1
2662,"growth differentiation factor 10",v06_40,1
2662,"growth differentiation factor 10",v11_40,1
2662,"growth differentiation factor 10",v17_40,1
2662,"growth differentiation factor 10",v24_40,1
2662,"growth differentiation factor 10",v32_40,1
2662,"growth differentiation factor 10",v36_40,1
2668,"glial cell derived neurotrophic factor",v26_40,1
2670,"glial fibrillary acidic protein",v01_40,1
2670,"glial fibrillary acidic protein",v02_40,1
2670,"glial fibrillary acidic protein",v03_40,1
2670,"glial fibrillary acidic protein",v04_40,1
2670,"glial fibrillary acidic protein",v07_40,1
2671,"growth factor, augmenter of liver regeneration",v24_40,1
2671,"growth factor, augmenter of liver regeneration",v38_40,1
2671,"growth factor, augmenter of liver regeneration",v40_40,1
2672,"growth factor independent 1 transcriptional repressor",v14_40,1
2672,"growth factor independent 1 transcriptional repressor",v15_40,1
2672,"growth factor independent 1 transcriptional repressor",v16_40,1
2672,"growth factor independent 1 transcriptional repressor",v38_40,1
2673,"glutamine--fructose-6-phosphate transaminase 1",v24_40,1
2674,"GDNF family receptor alpha 1",v06_40,1
2674,"GDNF family receptor alpha 1",v31_40,1
2675,"GDNF family receptor alpha 2",v24_40,1
2675,"GDNF family receptor alpha 2",v36_40,1
2676,"GDNF family receptor alpha 3",v06_40,1
2677,"gamma-glutamyl carboxylase",v31_40,1
2677,"gamma-glutamyl carboxylase",v38_40,1
2678,"gamma-glutamyltransferase 1",v22_40,1
2678,"gamma-glutamyltransferase 1",v24_40,1
2678,"gamma-glutamyltransferase 1",v31_40,1
2678,"gamma-glutamyltransferase 1",v32_40,1
2678,"gamma-glutamyltransferase 1",v34_40,1
2678,"gamma-glutamyltransferase 1",v36_40,1
2678,"gamma-glutamyltransferase 1",v38_40,1
2683,"beta-1,4-galactosyltransferase 1",v11_40,1
2683,"beta-1,4-galactosyltransferase 1",v38_40,1
2688,"growth hormone 1",v15_40,1
2688,"growth hormone 1",v21_40,1
2688,"growth hormone 1",v35_40,1
2689,"growth hormone 2",v15_40,1
2689,"growth hormone 2",v21_40,1
2689,"growth hormone 2",v35_40,1
2690,"growth hormone receptor",v17_40,1
2690,"growth hormone receptor",v31_40,1
2691,"growth hormone releasing hormone",v38_40,1
2692,"growth hormone releasing hormone receptor",v35_40,1
2692,"growth hormone releasing hormone receptor",v38_40,1
2694,"cobalamin binding intrinsic factor",v28_40,1
2695,"gastric inhibitory polypeptide",v29_40,1
2695,"gastric inhibitory polypeptide",v38_40,1
2702,"gap junction protein alpha 5",v21_40,1
2705,"gap junction protein beta 1",v31_40,1
2707,"gap junction protein beta 3",v19_40,1
2707,"gap junction protein beta 3",v27_40,1
2709,"gap junction protein beta 5",v19_40,1
2709,"gap junction protein beta 5",v27_40,1
2709,"gap junction protein beta 5",v38_40,1
2709,"gap junction protein beta 5",v39_40,1
2710,"glycerol kinase",v24_40,1
2710,"glycerol kinase",v31_40,1
2710,"glycerol kinase",v32_40,1
2710,"glycerol kinase",v34_40,1
2712,"glycerol kinase 2",v24_40,1
2719,"glypican 3",v21_40,1
2729,"glutamate-cysteine ligase catalytic subunit",v31_40,1
2730,"glutamate-cysteine ligase modifier subunit",v16_40,1
2731,"glycine decarboxylase",v21_40,1
2731,"glycine decarboxylase",v31_40,1
2731,"glycine decarboxylase",v34_40,1
2733,"GLE1 RNA export mediator",v24_40,1
2736,"GLI family zinc finger 2",v11_40,1
2736,"GLI family zinc finger 2",v20_40,1
2736,"GLI family zinc finger 2",v23_40,1
2739,"glyoxalase I",v22_40,1
2740,"glucagon like peptide 1 receptor",v38_40,1
2744,"glutaminase",v01_40,1
2744,"glutaminase",v02_40,1
2744,"glutaminase",v03_40,1
2744,"glutaminase",v06_40,1
2744,"glutaminase",v34_40,1
2745,"glutaredoxin",v21_40,1
2747,"glutamate dehydrogenase 2",v24_40,1
2760,"GM2 ganglioside activator",v21_40,1
2762,"GDP-mannose 4,6-dehydratase",v27_40,1
2762,"GDP-mannose 4,6-dehydratase",v28_40,1
2762,"GDP-mannose 4,6-dehydratase",v29_40,1
2762,"GDP-mannose 4,6-dehydratase",v30_40,1
2762,"GDP-mannose 4,6-dehydratase",v40_40,1
2764,"glia maturation factor beta",v07_40,1
2764,"glia maturation factor beta",v21_40,1
2765,"glycosylphosphatidylinositol anchored molecule like",v24_40,1
2766,"guanosine monophosphate reductase",v26_40,1
2769,"G protein subunit alpha 15",v15_40,1
2769,"G protein subunit alpha 15",v16_40,1
2769,"G protein subunit alpha 15",v19_40,1
2769,"G protein subunit alpha 15",v27_40,1
2769,"G protein subunit alpha 15",v32_40,1
2773,"G protein subunit alpha i3",v15_40,1
2773,"G protein subunit alpha i3",v16_40,1
2773,"G protein subunit alpha i3",v27_40,1
2774,"G protein subunit alpha L",v01_40,1
2774,"G protein subunit alpha L",v03_40,1
2774,"G protein subunit alpha L",v06_40,1
2774,"G protein subunit alpha L",v35_40,1
2775,"G protein subunit alpha o1",v01_40,1
2775,"G protein subunit alpha o1",v02_40,1
2775,"G protein subunit alpha o1",v03_40,1
2775,"G protein subunit alpha o1",v04_40,1
2775,"G protein subunit alpha o1",v06_40,1
2775,"G protein subunit alpha o1",v07_40,1
2778,"GNAS complex locus",v35_40,1
2778,"GNAS complex locus",v38_40,1
2778,"GNAS complex locus",v40_40,1
2783,"G protein subunit beta 2",v27_40,1
2784,"G protein subunit beta 3",v35_40,1
2784,"G protein subunit beta 3",v38_40,1
2785,"G protein subunit gamma 3",v01_40,1
2785,"G protein subunit gamma 3",v02_40,1
2785,"G protein subunit gamma 3",v03_40,1
2785,"G protein subunit gamma 3",v06_40,1
2785,"G protein subunit gamma 3",v07_40,1
2785,"G protein subunit gamma 3",v35_40,1
2786,"G protein subunit gamma 4",v22_40,1
2786,"G protein subunit gamma 4",v35_40,1
2788,"G protein subunit gamma 7",v03_40,1
2788,"G protein subunit gamma 7",v07_40,1
2788,"G protein subunit gamma 7",v40_40,1
2790,"G protein subunit gamma 10",v22_40,1
2790,"G protein subunit gamma 10",v35_40,1
2792,"G protein subunit gamma transducin 1",v21_40,1
2796,"gonadotropin releasing hormone 1",v10_40,1
2796,"gonadotropin releasing hormone 1",v15_40,1
2797,"gonadotropin releasing hormone 2",v38_40,1
2798,"gonadotropin releasing hormone receptor",v16_40,1
2798,"gonadotropin releasing hormone receptor",v21_40,1
2798,"gonadotropin releasing hormone receptor",v35_40,1
2800,"golgin A1",v24_40,1
2802,"golgin A3",v15_40,1
2802,"golgin A3",v35_40,1
2804,"golgin B1",v22_40,1
2806,"glutamic-oxaloacetic transaminase 2",v26_40,1
2806,"glutamic-oxaloacetic transaminase 2",v31_40,1
2810,"stratifin",v12_40,1
2810,"stratifin",v19_40,1
2810,"stratifin",v22_40,1
2810,"stratifin",v27_40,1
2810,"stratifin",v30_40,1
2810,"stratifin",v39_40,1
2811,"glycoprotein Ib platelet subunit alpha",v12_40,1
2811,"glycoprotein Ib platelet subunit alpha",v16_40,1
2812,"glycoprotein Ib platelet subunit beta",v01_40,1
2813,"glycoprotein 2",v22_40,1
2813,"glycoprotein 2",v28_40,1
2813,"glycoprotein 2",v29_40,1
2813,"glycoprotein 2",v34_40,1
2813,"glycoprotein 2",v38_40,1
2814,"glycoprotein V platelet",v16_40,1
2814,"glycoprotein V platelet",v38_40,1
2815,"glycoprotein IX platelet",v16_40,1
2815,"glycoprotein IX platelet",v38_40,1
2817,"glypican 1",v38_40,1
2819,"glycerol-3-phosphate dehydrogenase 1",v17_40,1
2819,"glycerol-3-phosphate dehydrogenase 1",v26_40,1
2820,"glycerol-3-phosphate dehydrogenase 2",v19_40,1
2820,"glycerol-3-phosphate dehydrogenase 2",v26_40,1
2822,"glycosylphosphatidylinositol specific phospholipase D1",v02_40,1
2822,"glycosylphosphatidylinositol specific phospholipase D1",v15_40,1
2822,"glycosylphosphatidylinositol specific phospholipase D1",v31_40,1
2823,"glycoprotein M6A",v01_40,1
2823,"glycoprotein M6A",v02_40,1
2823,"glycoprotein M6A",v03_40,1
2823,"glycoprotein M6A",v04_40,1
2823,"glycoprotein M6A",v06_40,1
2823,"glycoprotein M6A",v07_40,1
2824,"glycoprotein M6B",v01_40,1
2824,"glycoprotein M6B",v02_40,1
2824,"glycoprotein M6B",v03_40,1
2824,"glycoprotein M6B",v04_40,1
2824,"glycoprotein M6B",v06_40,1
